,image,confidence,TP,FP,acc TP,acc FP,precision,recall
1100,4be932b7cbbd_image,64.96%,1,0,746,355,0.677565849,0.474856779
1101,1ffe706d3d5f_image,64.88%,0,1,746,356,0.676950998,0.474856779
1102,bb3076795a01_image,64.88%,0,1,746,357,0.676337262,0.474856779
1103,e350c6a1acbd_image,64.76%,0,1,746,358,0.675724638,0.474856779
1104,c342453827f9_image,64.74%,0,1,746,359,0.675113122,0.474856779
1105,ed77e3dd29ea_image,64.67%,0,1,746,360,0.674502712,0.474856779
1106,8424b4d2578b_image,64.66%,0,1,746,361,0.673893406,0.474856779
1107,8c760b2d01b5_image,64.65%,1,0,747,361,0.674187726,0.475493316
1108,8ae04761045f_image,64.63%,0,1,747,362,0.673579802,0.475493316
1109,ab26438e1fa9_image,64.62%,0,1,747,363,0.672972973,0.475493316
1110,a226584b9b79_image,64.61%,0,1,747,364,0.672367237,0.475493316
1111,311b7f98fd08_image,64.59%,1,0,748,364,0.672661871,0.476129854
1112,e6215d0188e5_image,64.56%,1,0,749,364,0.672955975,0.476766391
1113,da4daa1dd48d_image,64.56%,0,1,749,365,0.672351885,0.476766391
1114,a0464a69be84_image,64.52%,0,1,749,366,0.671748879,0.476766391
1115,26371e3cbab2_image,64.49%,0,1,749,367,0.671146953,0.476766391
1116,5f138fe1ae22_image,64.42%,1,0,750,367,0.671441361,0.477402928
1117,b0070fbe180a_image,64.34%,1,0,751,367,0.671735242,0.478039465
1118,f5b4e8d1c058_image,64.30%,0,1,751,368,0.671134942,0.478039465
1119,407901bb5f89_image,64.26%,1,0,752,368,0.671428571,0.478676003
1120,8358c32ff898_image,64.25%,0,1,752,369,0.670829616,0.478676003
1121,bd27bdba89f8_image,64.23%,0,1,752,370,0.670231729,0.478676003
1122,249e3ca02bb1_image,64.22%,0,1,752,371,0.669634907,0.478676003
1123,5e68dfee737d_image,64.18%,0,1,752,372,0.669039146,0.478676003
1124,30124d722883_image,64.17%,1,0,753,372,0.669333333,0.47931254
1125,5c7b5fe49437_image,64.16%,0,1,753,373,0.668738899,0.47931254
1126,90b69e8772e3_image,64.14%,1,0,754,373,0.669032831,0.479949077
1127,0b55cd36e5cc_image,64.13%,0,1,754,374,0.668439716,0.479949077
1128,1700e25c3938_image,64.11%,1,0,755,374,0.668733392,0.480585614
1129,f293762cef58_image,64.09%,0,1,755,375,0.668141593,0.480585614
1130,2ec8c6e591f6_image,64.07%,1,0,756,375,0.668435013,0.481222151
1131,7f2dab97859c_image,64.04%,0,1,756,376,0.667844523,0.481222151
1132,bc0043b0b2e4_image,63.96%,1,0,757,376,0.668137688,0.481858689
1133,9062f70a3dd7_image,63.95%,0,1,757,377,0.667548501,0.481858689
1134,7c5dcf4ebb82_image,63.95%,0,1,757,378,0.666960352,0.481858689
1135,a62165f76102_image,63.91%,1,0,758,378,0.667253521,0.482495226
1136,3fdf9402b08b_image,63.90%,1,0,759,378,0.667546174,0.483131763
1137,7125a29cfb98_image,63.79%,0,1,759,379,0.666959578,0.483131763
1138,db9f538fa315_image,63.78%,1,0,760,379,0.667251975,0.4837683
1139,94ce7dffb3eb_image,63.75%,1,0,761,379,0.66754386,0.484404838
1140,311b7f98fd08_image,63.74%,1,0,762,379,0.667835232,0.485041375
1141,e350c6a1acbd_image,63.74%,0,1,762,380,0.667250438,0.485041375
1142,8c19d383f567_image,63.70%,0,1,762,381,0.666666667,0.485041375
1143,5a7185c0a991_image,63.69%,0,1,762,382,0.666083916,0.485041375
1144,c94edfdcff7d_image,63.67%,1,0,763,382,0.666375546,0.485677912
1145,bc0043b0b2e4_image,63.62%,0,1,763,383,0.665794066,0.485677912
1146,70113b96d1a4_image,63.54%,0,1,763,384,0.665213601,0.485677912
1147,cdb14d392b0b_image,63.50%,1,0,764,384,0.665505226,0.486314449
1148,f24100b16cb6_image,63.48%,0,1,764,385,0.664926023,0.486314449
1149,c2f682af3f6a_image,63.40%,1,0,765,385,0.665217391,0.486950987
1150,ae8fecc25309_image,63.39%,0,1,765,386,0.664639444,0.486950987
1151,e0880503aa10_image,63.35%,0,1,765,387,0.6640625,0.486950987
1152,f33c3310cbaa_image,63.34%,0,1,765,388,0.663486557,0.486950987
1153,a3f61fadfe6f_image,63.29%,1,0,766,388,0.663778163,0.487587524
1154,cbbd85c7f618_image,63.29%,0,1,766,389,0.663203463,0.487587524
1155,9c3f08f1f71e_image,63.20%,0,1,766,390,0.662629758,0.487587524
1156,6471803ece87_image,63.19%,1,0,767,390,0.662921348,0.488224061
1157,cca1c1a5635c_image,63.19%,0,1,767,391,0.662348877,0.488224061
1158,1174cda6b0c8_image,63.18%,1,0,768,391,0.662640207,0.488860598
1159,90d3329608a1_image,63.16%,0,1,768,392,0.662068966,0.488860598
1160,b29d68af277a_image,63.12%,1,0,769,392,0.662360034,0.489497136
1161,be917938214c_image,63.11%,0,1,769,393,0.661790017,0.489497136
1162,c2607cb8b520_image,63.09%,1,0,770,393,0.662080825,0.490133673
1163,2a03d1c9b41f_image,63.03%,0,1,770,394,0.661512027,0.490133673
1164,7064823e0cf2_image,62.99%,1,0,771,394,0.661802575,0.49077021
1165,b98174b36c85_image,62.99%,0,1,771,395,0.661234991,0.49077021
1166,080f3ecd201b_image,62.98%,0,1,771,396,0.66066838,0.49077021
1167,9641578a178b_image,62.91%,0,1,771,397,0.66010274,0.49077021
1168,59937337e0a9_image,62.88%,0,1,771,398,0.659538067,0.49077021
1169,92bcb7f3b9f0_image,62.88%,0,1,771,399,0.658974359,0.49077021
1170,be68bf7d1885_image,62.87%,0,1,771,400,0.658411614,0.49077021
1171,e350c6a1acbd_image,62.87%,1,0,772,400,0.658703072,0.491406747
1172,dc3934dc9f96_image,62.75%,0,1,772,401,0.658141517,0.491406747
1173,dd2a5a29876f_image,62.74%,0,1,772,402,0.65758092,0.491406747
1174,5301dfecfce2_image,62.73%,0,1,772,403,0.657021277,0.491406747
1175,510130dcc27b_image,62.69%,1,0,773,403,0.657312925,0.492043285
1176,787a6a770572_image,62.58%,1,0,774,403,0.657604078,0.492679822
1177,c814bd58330c_image,62.58%,1,0,775,403,0.657894737,0.493316359
1178,c376ed382362_image,62.52%,0,1,775,404,0.657336726,0.493316359
1179,518ddd59e1b1_image,62.47%,1,0,776,404,0.657627119,0.493952896
1180,49cbc9c84fac_image,62.45%,0,1,776,405,0.657070279,0.493952896
1181,b0b9108df373_image,62.44%,1,0,777,405,0.657360406,0.494589433
1182,641ddddf8c0f_image,62.41%,0,1,777,406,0.656804734,0.494589433
1183,71dc037443f4_image,62.41%,1,0,778,406,0.657094595,0.495225971
1184,1311dd6f5c2e_image,62.41%,0,1,778,407,0.656540084,0.495225971
1185,55a158b0d408_image,62.37%,0,1,778,408,0.655986509,0.495225971
1186,edfdcc5fc9a7_image,62.27%,0,1,778,409,0.655433867,0.495225971
1187,e563f54f421c_image,62.16%,1,0,779,409,0.655723906,0.495862508
1188,322505bea742_image,62.08%,1,0,780,409,0.656013457,0.496499045
1189,66df9cea79fd_image,62.05%,0,1,780,410,0.655462185,0.496499045
1190,70a7e221ebf5_image,62.04%,0,1,780,411,0.654911839,0.496499045
1191,9bd0005d2873_image,62.00%,0,1,780,412,0.654362416,0.496499045
1192,f782a61c168f_image,61.95%,0,1,780,413,0.653813915,0.496499045
1193,45aef07500cc_image,61.95%,0,1,780,414,0.653266332,0.496499045
1194,63ed28f6c6f5_image,61.95%,0,1,780,415,0.652719665,0.496499045
1195,69aaaf77efdb_image,61.90%,0,1,780,416,0.652173913,0.496499045
1196,8568c0c16033_image,61.81%,0,1,780,417,0.651629073,0.496499045
1197,36d85956f758_image,61.76%,1,0,781,417,0.651919866,0.497135582
1198,ae236afd149b_image,61.76%,0,1,781,418,0.651376147,0.497135582
1199,92cafb902940_image,61.72%,0,1,781,419,0.650833333,0.497135582
1200,741019718830_image,61.72%,1,0,782,419,0.651124063,0.49777212
1201,c86ec745fa23_image,61.70%,0,1,782,420,0.650582363,0.49777212
1202,ac659a88deca_image,61.63%,1,0,783,420,0.650872818,0.498408657
1203,9a162b548ee4_image,61.50%,0,1,783,421,0.650332226,0.498408657
1204,d00013065b7d_image,61.47%,1,0,784,421,0.650622407,0.499045194
1205,52dcbb32423e_image,61.46%,1,0,785,421,0.650912106,0.499681731
1206,a09c6b006ed5_image,61.38%,1,0,786,421,0.651201326,0.500318269
1207,4dd9a462b193_image,61.38%,1,0,787,421,0.651490066,0.500954806
1208,e4594ee2d4c2_image,61.37%,1,0,788,421,0.651778329,0.501591343
1209,211f27ef4374_image,61.34%,0,1,788,422,0.651239669,0.501591343
1210,d69fcf5356a5_image,61.31%,0,1,788,423,0.650701899,0.501591343
1211,343699137ae1_image,61.21%,0,1,788,424,0.650165017,0.501591343
1212,7f5bf976d86c_image,61.18%,1,0,789,424,0.650453421,0.50222788
1213,f476eafd8d46_image,61.18%,1,0,790,424,0.650741351,0.502864418
1214,2b89836e651a_image,61.17%,0,1,790,425,0.650205761,0.502864418
1215,1c5b53c5c442_image,61.09%,0,1,790,426,0.649671053,0.502864418
1216,31cc2efa4440_image,61.06%,0,1,790,427,0.649137223,0.502864418
1217,bba85cec6d26_image,61.03%,0,1,790,428,0.648604269,0.502864418
1218,318057da5ea0_image,61.01%,0,1,790,429,0.64807219,0.502864418
1219,f0e2e2c38ace_image,61.00%,1,0,791,429,0.648360656,0.503500955
1220,2bcb650baf45_image,60.98%,0,1,791,430,0.647829648,0.503500955
1221,2eefbd9bc7b9_image,60.98%,1,0,792,430,0.64811784,0.504137492
1222,6a106096c000_image,60.98%,0,1,792,431,0.647587899,0.504137492
1223,8d9892c5b5e7_image,60.97%,0,1,792,432,0.647058824,0.504137492
1224,dcdc855f8484_image,60.84%,0,1,792,433,0.646530612,0.504137492
1225,ee9cf518b37e_image,60.84%,0,1,792,434,0.646003263,0.504137492
1226,a226584b9b79_image,60.82%,1,0,793,434,0.646291769,0.504774029
1227,eb61e3bdb2a5_image,60.82%,0,1,793,435,0.645765472,0.504774029
1228,8f0ae2622c08_image,60.81%,0,1,793,436,0.645240033,0.504774029
1229,da4daa1dd48d_image,60.72%,1,0,794,436,0.645528455,0.505410567
1230,6cccc27d8538_image,60.68%,1,0,795,436,0.645816409,0.506047104
1231,2dfb1892020b_image,60.66%,1,0,796,436,0.646103896,0.506683641
1232,9ed5f5971199_image,60.63%,1,0,797,436,0.646390916,0.507320178
1233,6bda7804187c_image,60.60%,1,0,798,436,0.646677472,0.507956715
1234,7c894f328f24_image,60.60%,1,0,799,436,0.646963563,0.508593253
1235,d787c9bd4fa8_image,60.59%,0,1,799,437,0.646440129,0.508593253
1236,008ff73b4ef3_image,60.59%,1,0,800,437,0.64672595,0.50922979
1237,cd23d4de0c36_image,60.52%,0,1,800,438,0.646203554,0.50922979
1238,0d3910133fbe_image,60.51%,1,0,801,438,0.646489104,0.509866327
1239,52dcbb32423e_image,60.49%,1,0,802,438,0.646774194,0.510502864
1240,5bbc12c5236d_image,60.45%,0,1,802,439,0.646253022,0.510502864
1241,4726a3f0a035_image,60.44%,0,1,802,440,0.645732689,0.510502864
1242,4d40e3259fb0_image,60.40%,0,1,802,441,0.645213194,0.510502864
1243,7fc06d300d14_image,60.39%,1,0,803,441,0.645498392,0.511139402
1244,2ad6ea7e7941_image,60.34%,0,1,803,442,0.64497992,0.511139402
1245,b6644d984e8e_image,60.32%,0,1,803,443,0.644462279,0.511139402
1246,e0880503aa10_image,60.30%,0,1,803,444,0.643945469,0.511139402
1247,cd04ca4ef72d_image,60.29%,1,0,804,444,0.644230769,0.511775939
1248,110dde407e0a_image,60.27%,1,0,805,444,0.644515612,0.512412476
1249,f7cbb88ba1c2_image,60.27%,0,1,805,445,0.644,0.512412476
1250,148e64c35cca_image,60.10%,0,1,805,446,0.643485212,0.512412476
1251,e8bd4eade609_image,60.10%,1,0,806,446,0.643769968,0.513049013
1252,b77d1450dcb2_image,60.08%,0,1,806,447,0.643256185,0.513049013
1253,5fe5d4052587_image,60.08%,0,1,806,448,0.642743222,0.513049013
1254,e1a5f8dadcd7_image,60.07%,0,1,806,449,0.642231076,0.513049013
1255,1a1ba7e152ac_image,59.98%,0,1,806,450,0.641719745,0.513049013
1256,1ae1aca1fd0e_image,59.97%,0,1,806,451,0.641209228,0.513049013
1257,1697c6702167_image,59.95%,0,1,806,452,0.640699523,0.513049013
1258,cc7023fca3c2_image,59.92%,1,0,807,452,0.640984909,0.513685551
1259,9dcd0faf95bd_image,59.88%,0,1,807,453,0.64047619,0.513685551
1260,1d9dd17d19fd_image,59.87%,0,1,807,454,0.639968279,0.513685551
1261,14852db2ba6b_image,59.86%,0,1,807,455,0.639461173,0.513685551
1262,6cc2230359eb_image,59.85%,0,1,807,456,0.638954869,0.513685551
1263,9af4cef63686_image,59.84%,0,1,807,457,0.638449367,0.513685551
1264,1ec6cb4debf9_image,59.76%,1,0,808,457,0.638735178,0.514322088
1265,ae781da41bff_image,59.72%,1,0,809,457,0.639020537,0.514958625
1266,b77d1450dcb2_image,59.68%,0,1,809,458,0.63851618,0.514958625
1267,1951ac929b71_image,59.67%,1,0,810,458,0.638801262,0.515595162
1268,bdba412f52c0_image,59.64%,0,1,810,459,0.638297872,0.515595162
1269,26ee2cdb1285_image,59.59%,1,0,811,459,0.638582677,0.5162317
1270,cbbd85c7f618_image,59.55%,0,1,811,460,0.638080252,0.5162317
1271,71dc037443f4_image,59.53%,1,0,812,460,0.63836478,0.516868237
1272,dcdc855f8484_image,59.53%,1,0,813,460,0.638648861,0.517504774
1273,eef9600e5493_image,59.51%,0,1,813,461,0.638147567,0.517504774
1274,7d91b9db5089_image,59.45%,0,1,813,462,0.637647059,0.517504774
1275,b09aee1fb373_image,59.43%,0,1,813,463,0.637147335,0.517504774
1276,5bbc12c5236d_image,59.36%,1,0,814,463,0.63743148,0.518141311
1277,cccc4a472171_image,59.35%,1,0,815,463,0.63771518,0.518777849
1278,02eed7c620be_image,59.34%,0,1,815,464,0.637216575,0.518777849
1279,98e4ffb4c6e2_image,59.23%,1,0,816,464,0.6375,0.519414386
1280,3d6c5fa4b95e_image,59.14%,0,1,816,465,0.637002342,0.519414386
1281,2b89836e651a_image,59.12%,1,0,817,465,0.637285491,0.520050923
1282,7e73965d19a5_image,59.07%,0,1,817,466,0.636788776,0.520050923
1283,b70e58bfaa55_image,59.02%,0,1,817,467,0.636292835,0.520050923
1284,e63674c067e3_image,58.99%,0,1,817,468,0.635797665,0.520050923
1285,52623b67acc8_image,58.99%,0,1,817,469,0.635303266,0.520050923
1286,39acf134b0a1_image,58.88%,1,0,818,469,0.635586636,0.52068746
1287,c2d72bbff9fc_image,58.76%,0,1,818,470,0.635093168,0.52068746
1288,c7b15df55367_image,58.74%,0,1,818,471,0.634600465,0.52068746
1289,a62165f76102_image,58.67%,1,0,819,471,0.634883721,0.521323997
1290,d1744cad68c1_image,58.62%,1,0,820,471,0.635166538,0.521960535
1291,2dd56460ae48_image,58.59%,0,1,820,472,0.634674923,0.521960535
1292,14852db2ba6b_image,58.58%,0,1,820,473,0.634184068,0.521960535
1293,8358c32ff898_image,58.57%,0,1,820,474,0.633693972,0.521960535
1294,a535619f97fc_image,58.56%,1,0,821,474,0.633976834,0.522597072
1295,32ec1b413763_image,58.50%,1,0,822,474,0.634259259,0.523233609
1296,85ffddb247ad_image,58.48%,0,1,822,475,0.633770239,0.523233609
1297,94ce7dffb3eb_image,58.44%,0,1,822,476,0.633281972,0.523233609
1298,9811c7e34bb1_image,58.38%,0,1,822,477,0.632794457,0.523233609
1299,de023e0fc394_image,58.36%,1,0,823,477,0.633076923,0.523870146
1300,1a1ba7e152ac_image,58.30%,1,0,824,477,0.633358955,0.524506684
1301,06917801a47e_image,58.27%,1,0,825,477,0.633640553,0.525143221
1302,d4233665595c_image,58.24%,0,1,825,478,0.633154259,0.525143221
1303,035f51150531_image,58.20%,1,0,826,478,0.633435583,0.525779758
1304,7ae3ba379660_image,58.18%,0,1,826,479,0.632950192,0.525779758
1305,8e996910e702_image,58.14%,1,0,827,479,0.63323124,0.526416295
1306,d048ab876687_image,58.13%,0,1,827,480,0.632746748,0.526416295
1307,3f79915dd256_image,58.08%,0,1,827,481,0.632262997,0.526416295
1308,ca28f6c2f672_image,58.07%,1,0,828,481,0.632543927,0.527052833
1309,e393f9122068_image,58.07%,0,1,828,482,0.632061069,0.527052833
1310,55a158b0d408_image,57.99%,1,0,829,482,0.632341724,0.52768937
1311,294cda0e3c4a_image,57.98%,0,1,829,483,0.631859756,0.52768937
1312,052f53733165_image,57.97%,0,1,829,484,0.631378522,0.52768937
1313,8b6c243306dd_image,57.94%,0,1,829,485,0.630898021,0.52768937
1314,8cc308497a69_image,57.92%,1,0,830,485,0.631178707,0.528325907
1315,311b7f98fd08_image,57.83%,0,1,830,486,0.630699088,0.528325907
1316,56b70be7b9ec_image,57.78%,0,1,830,487,0.630220197,0.528325907
1317,87d22d9e1136_image,57.77%,0,1,830,488,0.629742033,0.528325907
1318,99aa461b2afd_image,57.74%,1,0,831,488,0.630022745,0.528962444
1319,63ca42eab550_image,57.71%,0,1,831,489,0.629545455,0.528962444
1320,e0eddccff7d7_image,57.70%,1,0,832,489,0.629825889,0.529598982
1321,536be3676c85_image,57.65%,0,1,832,490,0.62934947,0.529598982
1322,d4bce67cb700_image,57.41%,0,1,832,491,0.628873772,0.529598982
1323,338c9d452ba2_image,57.40%,0,1,832,492,0.628398792,0.529598982
1324,57c6e5cf617a_image,57.40%,1,0,833,492,0.628679245,0.530235519
1325,5f138fe1ae22_image,57.38%,0,1,833,493,0.628205128,0.530235519
1326,e20ad06f6647_image,57.37%,1,0,834,493,0.628485305,0.530872056
1327,82436fda2f12_image,57.33%,1,0,835,493,0.62876506,0.531508593
1328,5bbc12c5236d_image,57.25%,1,0,836,493,0.629044394,0.53214513
1329,1700e25c3938_image,57.20%,0,1,836,494,0.628571429,0.53214513
1330,73cc6794cbb8_image,57.16%,1,0,837,494,0.628850488,0.532781668
1331,5b7339345256_image,57.13%,0,1,837,495,0.628378378,0.532781668
1332,ec6252fdc2a4_image,57.08%,0,1,837,496,0.627906977,0.532781668
1333,f22489107be1_image,57.07%,1,0,838,496,0.628185907,0.533418205
1334,9321fdb7956b_image,57.07%,0,1,838,497,0.627715356,0.533418205
1335,aaa47fa94799_image,57.06%,1,0,839,497,0.627994012,0.534054742
1336,b812e01902fa_image,57.04%,0,1,839,498,0.627524308,0.534054742
1337,624cdf15ec99_image,57.02%,0,1,839,499,0.627055306,0.534054742
1338,004cbd797cd1_image,57.02%,1,0,840,499,0.627333831,0.534691279
1339,bb1104267164_image,56.97%,0,1,840,500,0.626865672,0.534691279
1340,11c908b4554b_image,56.97%,0,1,840,501,0.62639821,0.534691279
1341,f825c4eda7f4_image,56.93%,0,1,840,502,0.625931446,0.534691279
1342,7f5bf976d86c_image,56.92%,0,1,840,503,0.625465376,0.534691279
1343,8467afadc7f6_image,56.90%,0,1,840,504,0.625,0.534691279
1344,80eab37b6bf1_image,56.86%,0,1,840,505,0.624535316,0.534691279
1345,d220b3a6c538_image,56.86%,0,1,840,506,0.624071322,0.534691279
1346,127826b3a8ca_image,56.74%,0,1,840,507,0.623608018,0.534691279
1347,ae236afd149b_image,56.73%,0,1,840,508,0.623145401,0.534691279
1348,90d3329608a1_image,56.71%,0,1,840,509,0.622683469,0.534691279
1349,61906bea9eab_image,56.59%,0,1,840,510,0.622222222,0.534691279
1350,85fd2e340ab0_image,56.59%,0,1,840,511,0.621761658,0.534691279
1351,fb41ef9ddaa2_image,56.57%,1,0,841,511,0.62204142,0.535327817
1352,4726a3f0a035_image,56.29%,1,0,842,511,0.622320769,0.535964354
1353,2dfb1892020b_image,56.29%,1,0,843,511,0.622599705,0.536600891
1354,87717257302c_image,56.25%,0,1,843,512,0.622140221,0.536600891
1355,cade101ed1d8_image,56.22%,1,0,844,512,0.622418879,0.537237428
1356,6471803ece87_image,56.18%,1,0,845,512,0.622697126,0.537873966
1357,c342453827f9_image,56.12%,0,1,845,513,0.622238586,0.537873966
1358,08f9fa7120c4_image,56.10%,0,1,845,514,0.621780721,0.537873966
1359,f258c4e97218_image,56.08%,0,1,845,515,0.621323529,0.537873966
1360,b09fea59190a_image,56.05%,0,1,845,516,0.62086701,0.537873966
1361,cccc4a472171_image,55.94%,0,1,845,517,0.62041116,0.537873966
1362,2db404b60c2d_image,55.86%,1,0,846,517,0.620689655,0.538510503
1363,be68bf7d1885_image,55.82%,1,0,847,517,0.620967742,0.53914704
1364,4fc2c59d28a1_image,55.79%,0,1,847,518,0.620512821,0.53914704
1365,4d8739e124ae_image,55.78%,0,1,847,519,0.620058565,0.53914704
1366,cade101ed1d8_image,55.73%,1,0,848,519,0.620336503,0.539783577
1367,107ab0822b8d_image,55.65%,0,1,848,520,0.619883041,0.539783577
1368,05c34e480f64_image,55.52%,1,0,849,520,0.620160701,0.540420115
1369,4b2878eb6f70_image,55.46%,1,0,850,520,0.620437956,0.541056652
1370,e31fc5148d42_image,55.44%,1,0,851,520,0.620714807,0.541693189
1371,086f1ab39050_image,55.39%,0,1,851,521,0.620262391,0.541693189
1372,f9c45ad6c3ab_image,55.37%,0,1,851,522,0.619810634,0.541693189
1373,d787c9bd4fa8_image,55.35%,1,0,852,522,0.620087336,0.542329726
1374,2b89836e651a_image,55.34%,0,1,852,523,0.619636364,0.542329726
1375,d54bbcd40f15_image,55.31%,1,0,853,523,0.619912791,0.542966264
1376,edfdcc5fc9a7_image,55.26%,1,0,854,523,0.620188816,0.543602801
1377,cf4c8fbc1f43_image,55.15%,1,0,855,523,0.620464441,0.544239338
1378,2dee71f3479c_image,55.12%,0,1,855,524,0.620014503,0.544239338
1379,36c493013b44_image,55.08%,0,1,855,525,0.619565217,0.544239338
1380,93fae0b370c3_image,54.90%,0,1,855,526,0.619116582,0.544239338
1381,c94edfdcff7d_image,54.87%,1,0,856,526,0.619392185,0.544875875
1382,dec62bd53a03_image,54.83%,0,1,856,527,0.618944324,0.544875875
1383,b357652d690b_image,54.82%,1,0,857,527,0.619219653,0.545512412
1384,8d9892c5b5e7_image,54.70%,0,1,857,528,0.618772563,0.545512412
1385,2c297acf1d25_image,54.68%,0,1,857,529,0.618326118,0.545512412
1386,8d172794061c_image,54.63%,1,0,858,529,0.618601298,0.54614895
1387,367cc5278161_image,54.62%,1,0,859,529,0.618876081,0.546785487
1388,ef0cc8c0e7a5_image,54.61%,0,1,859,530,0.618430526,0.546785487
1389,c5c3110fee67_image,54.60%,0,1,859,531,0.617985612,0.546785487
1390,e9dd2e15cb8b_image,54.60%,0,1,859,532,0.617541337,0.546785487
1391,0022227f5adf_image,54.59%,1,0,860,532,0.617816092,0.547422024
1392,ba90b53ea840_image,54.52%,0,1,860,533,0.617372577,0.547422024
1393,9bd0005d2873_image,54.47%,1,0,861,533,0.617647059,0.548058561
1394,c5c3110fee67_image,54.46%,1,0,862,533,0.617921147,0.548695099
1395,b9176ad8599e_image,54.42%,0,1,862,534,0.61747851,0.548695099
1396,2d608b540059_image,54.36%,0,1,862,535,0.617036507,0.548695099
1397,bb1104267164_image,54.30%,0,1,862,536,0.616595136,0.548695099
1398,e283f58f6d76_image,54.29%,1,0,863,536,0.616869192,0.549331636
1399,891e69e94d41_image,54.25%,0,1,863,537,0.616428571,0.549331636
1400,d7bd07106cd1_image,54.23%,1,0,864,537,0.616702355,0.549968173
1401,b5c1fce0d97e_image,54.22%,0,1,864,538,0.616262482,0.549968173
1402,9650650cf7ed_image,54.15%,0,1,864,539,0.615823236,0.549968173
1403,c86ec745fa23_image,54.13%,0,1,864,540,0.615384615,0.549968173
1404,3dca73493c38_image,54.10%,1,0,865,540,0.615658363,0.55060471
1405,42d9d100ae15_image,54.06%,1,0,866,540,0.615931721,0.551241248
1406,6c8fb4dd5fd7_image,54.06%,0,1,866,541,0.615493959,0.551241248
1407,9f443c090df6_image,54.06%,1,0,867,541,0.615767045,0.551877785
1408,d787c9bd4fa8_image,54.05%,0,1,867,542,0.615330021,0.551877785
1409,90b69e8772e3_image,54.01%,0,1,867,543,0.614893617,0.551877785
1410,71dc037443f4_image,53.97%,0,1,867,544,0.614457831,0.551877785
1411,6226df8a6dcf_image,53.96%,1,0,868,544,0.614730878,0.552514322
1412,4be932b7cbbd_image,53.82%,0,1,868,545,0.614295824,0.552514322
1413,0d3910133fbe_image,53.81%,0,1,868,546,0.613861386,0.552514322
1414,c376ed382362_image,53.80%,1,0,869,546,0.614134276,0.553150859
1415,81cd26817de5_image,53.78%,0,1,869,547,0.613700565,0.553150859
1416,5f9ca36e82aa_image,53.74%,0,1,869,548,0.613267466,0.553150859
1417,804533e070aa_image,53.71%,1,0,870,548,0.613540197,0.553787397
1418,080f3ecd201b_image,53.69%,0,1,870,549,0.613107822,0.553787397
1419,329172d2a7eb_image,53.68%,0,1,870,550,0.612676056,0.553787397
1420,6cccc27d8538_image,53.68%,0,1,870,551,0.612244898,0.553787397
1421,f83043bab3eb_image,53.68%,0,1,870,552,0.611814346,0.553787397
1422,72df8e8bb056_image,53.66%,0,1,870,553,0.611384399,0.553787397
1423,563f8a6c25fb_image,53.65%,0,1,870,554,0.610955056,0.553787397
1424,de540f4137c7_image,53.56%,0,1,870,555,0.610526316,0.553787397
1425,e8bd4eade609_image,53.56%,1,0,871,555,0.610799439,0.554423934
1426,66b86b95c76a_image,53.53%,0,1,871,556,0.610371409,0.554423934
1427,077fe957981a_image,53.49%,1,0,872,556,0.610644258,0.555060471
1428,2d608b540059_image,53.49%,0,1,872,557,0.610216935,0.555060471
1429,4afb6d501521_image,53.47%,1,0,873,557,0.61048951,0.555697008
1430,8ded0693be5e_image,53.28%,0,1,873,558,0.610062893,0.555697008
1431,407901bb5f89_image,53.23%,0,1,873,559,0.609636872,0.555697008
1432,2a03d1c9b41f_image,53.21%,1,0,874,559,0.609909281,0.556333546
1433,347de7200418_image,53.20%,0,1,874,560,0.609483961,0.556333546
1434,1a1ba7e152ac_image,53.20%,0,1,874,561,0.609059233,0.556333546
1435,0c1403037838_image,53.20%,0,1,874,562,0.608635097,0.556333546
1436,b4fcb78a1832_image,53.19%,1,0,875,562,0.608907446,0.556970083
1437,ec6252fdc2a4_image,53.13%,1,0,876,562,0.609179416,0.55760662
1438,a535619f97fc_image,53.12%,0,1,876,563,0.608756081,0.55760662
1439,02eed7c620be_image,53.04%,0,1,876,564,0.608333333,0.55760662
1440,b98c0d782ed9_image,53.04%,0,1,876,565,0.607911173,0.55760662
1441,ba90b53ea840_image,52.93%,0,1,876,566,0.607489598,0.55760662
1442,e1a5487d715c_image,52.91%,0,1,876,567,0.607068607,0.55760662
1443,2a03d1c9b41f_image,52.86%,0,1,876,568,0.606648199,0.55760662
1444,3138649980f0_image,52.83%,0,1,876,569,0.606228374,0.55760662
1445,78298f509c7b_image,52.80%,1,0,877,569,0.606500692,0.558243157
1446,ff46eefd123c_image,52.65%,0,1,877,570,0.606081548,0.558243157
1447,052f53733165_image,52.61%,1,0,878,570,0.606353591,0.558879694
1448,b29d68af277a_image,52.57%,0,1,878,571,0.605935128,0.558879694
1449,e32356d91e2e_image,52.54%,0,1,878,572,0.605517241,0.558879694
1450,294cda0e3c4a_image,52.52%,0,1,878,573,0.605099931,0.558879694
1451,ca28f6c2f672_image,52.47%,0,1,878,574,0.604683196,0.558879694
1452,5662a418a7f0_image,52.42%,0,1,878,575,0.604267034,0.558879694
1453,080f3ecd201b_image,52.36%,1,0,879,575,0.604539202,0.559516232
1454,5052f1d62d89_image,52.32%,1,0,880,575,0.604810997,0.560152769
1455,d69d5e7600e2_image,52.30%,1,0,881,575,0.605082418,0.560789306
1456,63ca42eab550_image,52.28%,0,1,881,576,0.604667124,0.560789306
